source_cid,place_key,name,reason
ENPokabjm,okabjm,Busking All Around Seoul,invalid_event_end_date
ENPvvk5xk,vvk5xk,2024 Sinchon World Youth Festival (SWYFT),invalid_event_end_date
ENP34w5l3,34w5l3,Namsan Beacon Mound Lighting Ceremony and Traditional Cultural Events,invalid_event_end_date
ENPt9sp7g,t9sp7g,2024 Seoul Summer Beach,invalid_event_end_date
ENPy0v1xv,y0v1xv,K-Food Festival Knock Knock,invalid_event_end_date
ENPmplk7i,mplk7i,DDP Summer Festival: Design Vibe,invalid_event_end_date
ENP7t6vhu,7t6vhu,Seoul Outdoor Library: Reading by the Clear Stream,invalid_event_end_date
ENP2ibx5g,2ibx5g,Seoul Outdoor Library: Gwanghwamun Book Square,invalid_event_end_date
ENPx6r366,x6r366,Seoul Outdoor Library: Book Reading Seoul Plaza,invalid_event_end_date
ENP55wi0c,55wi0c,ASYAAF,invalid_event_end_date
ENPl388rc,l388rc,2024 Hangang Festival,invalid_event_end_date
ENP79fs02,79fs02,The 21st Seoul International Experimental Film Festival EXiS2024,invalid_event_end_date
ENPfa8ilz,fa8ilz,Opening of the 2024 Hangang Swimming Pools and Water Playgrounds,invalid_event_end_date
ENPh2y3bi,h2y3bi,Seoul Fringe Festival 2024,invalid_event_end_date
ENPtl0733,tl0733,2024 Midsummer Science Museum,invalid_event_end_date
ENP2u2r2h,2u2r2h,Hangang River Silent Disco DJ Party,invalid_event_end_date
ENP3lfvr5,3lfvr5,K-Food Festa in Seoul 2024,invalid_event_end_date
ENPkyfuzd,kyfuzd,Namsan Gugak Night,invalid_event_end_date
ENP7gsazt,7gsazt,Hangang River History Tours,invalid_event_end_date
ENPyanjke,yanjke,2024 Chamber Music Festival,invalid_event_end_date
ENP2wsdrm,2wsdrm,2024 Namsangol Hanok Village Taekwondo Performance,invalid_event_end_date
ENP4i0vkb,4i0vkb,2024 Seoul International Book Fair,invalid_event_end_date
ENPir0xf7,ir0xf7,2024 Maker Faire Seoul,invalid_event_end_date
ENPcpqr6v,cpqr6v,Weekly Classic Festival,invalid_event_end_date
ENPojy0pl,ojy0pl,Seoul K-Family Festival,invalid_event_end_date
ENP5e2vd2,5e2vd2,2024 France Street Music Festival,invalid_event_end_date
ENPzmyq0x,zmyq0x,ASSITEJ International Summer Festival,invalid_event_end_date
ENPogtmed,ogtmed,2024 Board Game Con,invalid_event_end_date
ENP75wu2z,75wu2z,Seoul International Writers' Festival <Particles & Waves>,invalid_event_end_date
ENPhtd8nm,htd8nm,2024 Seoul Food Distribution Expo,invalid_event_end_date
ENPfq3jd6,fq3jd6,2024 Organic Day,invalid_event_end_date
ENP97iwrz,97iwrz,Seoul International Garden Show 2024,invalid_event_end_date
ENPak7n80,ak7n80,2024 Jeongdong Culture Night,invalid_event_end_date
ENPjmzriz,jmzriz,2024 Seoul Drum Festival,invalid_event_end_date
ENPuaffrd,uaffrd,2024 Picnic with Central Asia,invalid_event_end_date
ENP2edonl,2edonl,Jungnang Seoul Rose Festival,invalid_event_end_date
ENP41j6yy,41j6yy,B.DANCE SEOUL Festival(Free Entry),invalid_event_end_date
ENPwkfim8,wkfim8,SEOUL FESTA 2024,invalid_event_end_date
ENP9rq48q,9rq48q,Seoul Science Center 2024 Science Festival,invalid_event_end_date
ENPuxl99i,uxl99i,The 10th Korea Festival & Travel Expo (K-Festival 2024),invalid_event_end_date
ENP6gju6o,6gju6o,DDP Spring Festival: Design Zoo,invalid_event_end_date
ENP69sepr,69sepr,Donhwamun Music Theater Festival,invalid_event_end_date
ENPzdxr30,zdxr30,BLOSSOM TOWER,invalid_event_end_date
ENP2k22mv,2k22mv,[Dongdaemun Foundation for Arts and Culture] 2024 45th Seonnongdaeje Festival,invalid_event_end_date
ENP6bkw6e,6bkw6e,2024 Gyeongbokgung Starlight Tour,invalid_event_end_date
ENP20wj5b,20wj5b,Library Day. Library Week.,invalid_event_end_date
ENPm4anqb,m4anqb,Changdeokgung Palace Moonlight Tour,invalid_event_end_date
ENPbilbir,bilbir,2024 Spring K-Royal Culture Festival,invalid_event_end_date
ENPi72wli,i72wli,2024 Seoul Spring Festival of Chamber Music,invalid_event_end_date
ENP9ecocj,9ecocj,2024 Naru Street Dance Festival,invalid_event_end_date
ENPm679in,m679in,Bulgwangcheon Stream Cherry Blossom Festival ‘Spring of Eunpyeong’,invalid_event_end_date
ENPeyonkp,eyonkp,Yangjae Art Salon,invalid_event_end_date
ENPaqoik3,aqoik3,2024 Seoul Grand Park Cherry Blossom Festival,invalid_event_end_date
ENPy4azfk,y4azfk,"2024 Seodaemun Spring Light Festival: ""Encounter Spring in Seodaemun""",invalid_event_end_date
ENPfm6ot9,fm6ot9,Move Salon Season 3 Cherry Blossom Dining,invalid_event_end_date
ENP6zaf2d,6zaf2d,Seoul Winta (Seoul Winter Festa) 2023,invalid_event_end_date
ENP4djkt0,4djkt0,2023 Light Festa in Songhyeon,invalid_event_end_date
ENPihn82t,ihn82t,DDP Winter Festival,invalid_event_end_date
ENP9a13z1,9a13z1,"Softwave 2023, The Republic of Korea Software Exhibition",invalid_event_end_date
ENPwhbxuu,whbxuu,Seoul LIGHT DDP WINTER 2023,invalid_event_end_date
ENPyengwf,yengwf,The 22nd Seoul Int’l Cafe Show,invalid_event_end_date
ENP4055ea,4055ea,[Seoul Science Center] 2023 Science and Culture Day: Monthly Nocturnal,invalid_event_end_date
ENP0862n6,0862n6,Korean Traditional Wedding Performance and Events,invalid_event_end_date
ENPs5w668,s5w668,2023 Jeong-dong Culture Night,invalid_event_end_date
ENPp6q6zb,p6q6zb,Seoul Downtown Hiking Tourism Center's Traditional Games Event in Celebration of Chuseok,invalid_event_end_date
ENP0zndmn,0zndmn,2023 Seoul Wellness Week-Find your wellness,invalid_event_end_date
ENPafmxzm,afmxzm,2023 King Jeongjo’s Royal Parade,invalid_event_end_date
ENPbdorfj,bdorfj,2023 Myeong-dong Beer Festival,invalid_event_end_date
ENPu6nuxw,u6nuxw,SEOUL BEAUTY TRAVEL WEEK 2023,invalid_event_end_date
ENP4ihthd,4ihthd,2023 Welcome Daehakro Festival,invalid_event_end_date
ENPjgo716,jgo716,2023 Seoul International Music Festival ‘Romanticism’,invalid_event_end_date
ENP0lau68,0lau68,2023 Hangang River Light Show (Drone Light Show),invalid_event_end_date
ENP3r44bo,3r44bo,2023 Maker Fair Seoul,invalid_event_end_date
ENP999nht,999nht,Taste of Seoul 2023,invalid_event_end_date
ENPv2hlgq,v2hlgq,2023 Namsan NIGHT WALK,invalid_event_end_date
ENPnm6ln1,nm6ln1,Korea-Japan Festival 2023 in Seoul,invalid_event_end_date
ENPhu1p9x,hu1p9x,The bell-ringing ceremony in celebration of the 78th Gwangbokjeol,invalid_event_end_date
ENP6qxf92,6qxf92,InterCHARM Korea 2023,invalid_event_end_date
ENPbu6jmp,bu6jmp,2023 Hangang River Festival _Summer,invalid_event_end_date
ENPuuwd7b,uuwd7b,2023 Antiques & Art Fair,invalid_event_end_date
ENPgh3zcm,gh3zcm,2023 SEOUL SUMMER BEACH,invalid_event_end_date
ENPscyp2t,scyp2t,Sports IN Art Station - Conquer the Summer with K-pop!,invalid_event_end_date
ENPg3spq1,g3spq1,Sports IN Art Station - B-Boys Summer BREAKING!,invalid_event_end_date
ENPfdipes,fdipes,K-PET FAIR 2023(COEX),invalid_event_end_date
ENPd4b9rs,d4b9rs,2023 Water Gun Festival,invalid_event_end_date
ENPn1nhc4,n1nhc4,"Seoul International Writers' Festival, Crossing the Bridge of Language",invalid_event_end_date
ENPmkswy0,mkswy0,2023 Seoul Philharmonic Orchestra Riverside Concert,invalid_event_end_date
ENPqu0isp,qu0isp,Seoul in Purple – BTS 10th Anniversary FESTA with Seoul,invalid_event_end_date
ENPfsaf5d,fsaf5d,2023 Seoul B-Boy Festival,invalid_event_end_date
ENPpfo1tq,pfo1tq,Hangang Moonlight Market,invalid_event_end_date
ENP7lnu4q,7lnu4q,2023 Mom and Dad's Happiness Project Korean Gukak Class: Namsan Yulbang,invalid_event_end_date
ENPvescrj,vescrj,Seoul Rose Festival,invalid_event_end_date
ENPvv2ijx,vv2ijx,"Yeon Deung Hoe, The Lotus Lantern Festival",invalid_event_end_date
ENP6d6fpt,6d6fpt,2023 Gyeongbokgung Palace Saenggwabang - A special time at Gyeongbokgung Palace,invalid_event_end_date
ENP5gd6qo,5gd6qo,The 30th Seoul Dessert Fair [Choco & Banana],invalid_event_end_date
ENPady6nu,ady6nu,Changdeokgung Palace Moonlight Tour,invalid_event_end_date
ENPm4wwtb,m4wwtb,Gyeongbokgung Palace Night Tour,invalid_event_end_date
ENP45cpn8,45cpn8,Seokjojeon Hall at Night,invalid_event_end_date
ENPe44ws3,e44ws3,2023 K-Royal Culture Festival,invalid_event_end_date
ENP7vjdwh,7vjdwh,The 29th Seoul Dessert Fair [Cherry Blossom & Strawberry],invalid_event_end_date
ENPgol6m9,gol6m9,2023 Namsan Sori Festival,invalid_event_end_date
ENP7y1k7s,7y1k7s,Seoul Drum Festival 2023,invalid_event_end_date
ENPj1x46v,j1x46v,Seoul Drum Festival 2023,invalid_event_end_date
ENP88upuz,88upuz,Seoul Festa 2023,invalid_event_end_date
ENPpclfxn,pclfxn,C.at Work Festa,invalid_event_end_date
ENP032221,032221,Collector's Room : Special Exhibition,invalid_event_end_date
ENP032196,032196,Cheonggye Plogging,invalid_event_end_date
ENP032137,032137,Seoul Illustration Fair vol. 8,invalid_event_end_date
ENP032126,032126,Build Your Seoul AR Wish Wall,invalid_event_end_date
ENP032091,032091,Seoul Kimchi Festival 2019,invalid_event_end_date
ENP031819,031819,360˚ Real Love Story : Seoullo 7017 Event,invalid_event_end_date
ENP031916,031916,Seoul International Buddhism Expo 2019,invalid_event_end_date
ENP031895,031895,Seoul Silver Grass Festival 2019,invalid_event_end_date
ENP031878,031878,Jeongdong Culture Night 2019,invalid_event_end_date
ENP031873,031873,Maker Faire Seoul 2019,invalid_event_end_date
ENP031866,031866,The Trend of North Korean Play,invalid_event_end_date
ENP031839,031839,Seoul Tourism Awards 2019,invalid_event_end_date
ENP031837,031837,Seoul Fashion Week S/S 2020,invalid_event_end_date
ENP031818,031818,"My One More Trip, My Experience- Picture Contents Event",invalid_event_end_date
ENP031825,031825,16th Cactus Festival,invalid_event_end_date
ENP031753,031753,"Korea in 1908 Through the eyes of a Hungarian Medical Doctor, Dezső Bozóky : Lobby Exhibition",invalid_event_end_date
ENP031741,031741,Seoul Guided Walking Tour New Course Open Event,invalid_event_end_date
ENP031608,031608,Korean Royal Court and Nobility Cuisine Festival 2019,invalid_event_end_date
ENP031643,031643,October : Seoul History and Culture Month,invalid_event_end_date
ENP031548,031548,Run On Seoul 2019,invalid_event_end_date
ENP031282,031282,September Companion : Seoul Pilgrimage Routes,invalid_event_end_date
ENP031543,031543,"Performance, City Tour Bus",invalid_event_end_date
ENP031457,031457,Changuimun in Jeong Seon’s Paintings : Special Exhibition,invalid_event_end_date
ENP031428,031428,24th Seoul Dessert Fair,invalid_event_end_date
ENP031427,031427,Seoripul Festival 2019,invalid_event_end_date
ENP031436,031436,Seoul Welcome Week 2019,invalid_event_end_date
ENP031472,031472,Seoul Music Festival 2019,invalid_event_end_date
ENP031208,031208,"History Fun With You, With Me, With Us 2019",invalid_event_end_date
ENP031250,031250,King Jeongjo's Royal Parade 2019,invalid_event_end_date
ENP031220,031220,All About Korean Traditional Experience 2019,invalid_event_end_date
ENP031187,031187,SEOUL 100K : Seoul International Ultra Trail Running Race,invalid_event_end_date
ENP031117,031117,Seoul International Fireworks Festival 2019,invalid_event_end_date
ENP031113,031113,ZER01NE DAY 2019,invalid_event_end_date
ENP031094,031094,Jungnang Fashion Week 2019,invalid_event_end_date
ENP030872,030872,Seoul Friendship Festival 2019,invalid_event_end_date
ENP030855,030855,Hanseong Baekje Cultural Festival 2019,invalid_event_end_date
ENP030824,030824,Sinchon Beer Festival 2019,invalid_event_end_date
ENP030240,030240,Seoul Biennale of Architecture and Urbanism 2019,invalid_event_end_date
ENP030788,030788,K-pop Music Festival 2019,invalid_event_end_date
ENP030627,030627,Seoul International Drama Awards 2019,invalid_event_end_date
ENP030596,030596,Cheonggyecheon Traditional Art Performance,invalid_event_end_date
ENP030462,030462,Queen World Tour Exhibition : Bohemian Rhapsody,invalid_event_end_date
ENP030592,030592,2019 Seoul Arirang Festival,invalid_event_end_date
ENP030502,030502,Mini Sports Festival with Haetti and Haeon 2019,invalid_event_end_date
ENP030396,030396,Seoul Fringe Festival 2019,invalid_event_end_date
ENP030232,030232,7th Seoul International Harmonica Festival,invalid_event_end_date
ENP030178,030178,Analog (35mm) Film Festival 2019,invalid_event_end_date
ENP030177,030177,23rd Seoul International Cartoon & Animation Festival,invalid_event_end_date
ENP030176,030176,Seoul City Tour Bus Summer Event 2019,invalid_event_end_date
ENP030107,030107,"Gyeongseong Sightseeing 1929, Seoul seen through Byeolgeongon : Exhibition",invalid_event_end_date
ENP030086,030086,Handarty Korea 2019,invalid_event_end_date
ENP029929,029929,ASYAAF & Hidden Artists Festival 2019,invalid_event_end_date
ENP030061,030061,Hangang Park Outdoor Swimming Pool 2019,invalid_event_end_date
ENP030030,030030,Seoul Summer Sale 2019,invalid_event_end_date
ENP029944,029944,2019 JTBC Seoul Marathon,invalid_event_end_date
ENP029909,029909,Namsangol Vacance 2019,invalid_event_end_date
ENP029895,029895,Special Disney Exhibition : The Magic of Animation,invalid_event_end_date
ENP029892,029892,"Hello, My Name is Paul Smith : Special Exhibition",invalid_event_end_date
ENP029875,029875,27th ASSITEJ Korea International Summer Festival,invalid_event_end_date
ENP029874,029874,H.C. Andersen and Copenhagen : Special Exhibition,invalid_event_end_date
ENP029868,029868,23rd Seoul Dessert Fair,invalid_event_end_date
ENP029784,029784,Midday Concert 2019,invalid_event_end_date
ENP029782,029782,The Rediscovery of Modern Artists 1 - When Brushes Are Abandoned : Exhibition,invalid_event_end_date
ENP029781,029781,Immortality for All : Anton Vidokle,invalid_event_end_date
ENP029780,029780,Scent of Ink : National Dance Company of Korea,invalid_event_end_date
ENP029779,029779,20 Years of Achievement and New Opportunities : Photo Exhibition,invalid_event_end_date
ENP029778,029778,"Travel around Seoul, Traditional Music in Bukchon & City 2019",invalid_event_end_date
ENP029768,029768,The Floodgate of the City Wall : Special Exhibition,invalid_event_end_date
ENP029734,029734,5th SEOULive Tour [Seongbuk-dong Drawing Tour],invalid_event_end_date
ENP029723,029723,Dano Festival 2019 : National Folk Museum of Korea,invalid_event_end_date
ENP029693,029693,Korea Homecare·Rehabilitation·Welfare Expo 2019,invalid_event_end_date
ENP029632,029632,Yeowoorak Festival 2019,invalid_event_end_date
ENP029692,029692,Seoul Open City University Concert 2019,invalid_event_end_date
ENP029587,029587,Riverside Concert 2019,invalid_event_end_date
ENP029585,029585,Traditional Yeonhui Festival 2019,invalid_event_end_date
ENP029671,029671,2019 Hangang Summer Festival,invalid_event_end_date
ENP029666,029666,2019 Seoul Race,invalid_event_end_date
ENP029661,029661,EDC Korea 2019 -Electric Daisy Carnival,invalid_event_end_date
ENP029576,029576,Seoul Meat Fair 2019,invalid_event_end_date
ENP029558,029558,K-pop Music Festival 2019,invalid_event_end_date
ENP029509,029509,Seoul Tourism Souvenir Contest 2019,invalid_event_end_date
ENP029538,029538,Tea World Festival 2019,invalid_event_end_date
ENP029537,029537,Latin American Festival 2019,invalid_event_end_date
ENP029496,029496,Seoul International Book Fair 2019,invalid_event_end_date
ENP029491,029491,Seoul International Tourism Industry Fair 2019,invalid_event_end_date
ENP029456,029456,Korea International Photo Festival 2020,invalid_event_end_date
ENP029452,029452,11th Seongbok Global Food Festival Nurimasil,invalid_event_end_date
ENP029423,029423,Walking for the Victims 2019,invalid_event_end_date
ENP029440,029440,2019 Sejong Festival x Seoul Music Week,invalid_event_end_date
ENP029438,029438,Seoul Africa Festival 2019,invalid_event_end_date
ENP029404,029404,Seoul Street Performance 2019,invalid_event_end_date
ENP029400,029400,Gwanghwamun International Art Festival 2020,invalid_event_end_date
ENP029392,029392,Gyeongbokgung Palace : Nighttime Viewing 2019,invalid_event_end_date
ENP029391,029391,22nd Seoul Dessert Fair [Red Taste],invalid_event_end_date
ENP029390,029390,Workshop for my DEAR,invalid_event_end_date
ENP029303,029303,Deoksugung Doldam-gil Music Concert,invalid_event_end_date
ENP029304,029304,2019 Seoul Drum Festival,invalid_event_end_date
ENP029237,029237,Seoul Drum Festival 2019,invalid_event_end_date
ENP029198,029198,Tonko House Animation Exhibition in Seoul 2019,invalid_event_end_date
ENP029168,029168,Mapo Spring Welcome Event,invalid_event_end_date
ENP029166,029166,Enjoy Hongdae Culture Tour 2019,invalid_event_end_date
ENP029106,029106,Seoul Welcome Week 2019,invalid_event_end_date
ENP029079,029079,Foreigner Taekwondo Experience Program,invalid_event_end_date
ENP029078,029078,Taekwondo in Namsangol 2019,invalid_event_end_date
ENP029094,029094,Wear Nostalgic School Uniform and Make Memories with Namsan Cherry Blossoms : Special Event,invalid_event_end_date
ENP028964,028964,1890 Hanyang Exhibiton : Namsangol Yangtang-guk,invalid_event_end_date
ENP028741,028741,2019 Seoul Rose Festival,invalid_event_end_date
ENP028738,028738,Seoul Namsan Traditional Theater's Special Performance for April,invalid_event_end_date
ENP028775,028775,Design Art Fair 2019,invalid_event_end_date
ENP028870,028870,Yangjaecheon Stream Cherry Blossom and Lantern Festival 2019,invalid_event_end_date
ENP028874,028874,Geumchon Harmony Cherry Blossom Festival 2019,invalid_event_end_date
ENP028941,028941,Eungbongsan Mountain Forsythia Festival 2019,invalid_event_end_date
ENP028566,028566,The Seoul Illustration Fair vol. 7,invalid_event_end_date
ENP028825,028825,Oil Tank Culture Park Season Market,invalid_event_end_date
ENP028824,028824,Cheonggyecheon Time Tour Market,invalid_event_end_date
ENP028822,028822,DDP Youth Runway Market,invalid_event_end_date
ENP028820,028820,Banpo Romantic Moonlight Market,invalid_event_end_date
ENP028819,028819,Yeouido World Night Market,invalid_event_end_date
ENP028737,028737,Seoul Bamdokkaebi Night Market 2019,invalid_event_end_date
ENP028797,028797,Seokchon Lake Cherry Blossom Festival 2019,invalid_event_end_date
ENP028795,028795,Changdeokgung Palace : Injeongjeon Hall Tour,invalid_event_end_date
ENP028682,028682,21st Seoul Dessert Fair,invalid_event_end_date
ENP028655,028655,Royal Culture Festival 2019,invalid_event_end_date
ENP028616,028616,Yeongdeungpo Yeouido Spring Flower Festival 2019,invalid_event_end_date
ENP028615,028615,2019 Traditional Performing Arts Academy for Foreigners,invalid_event_end_date
ENP028407,028407,DIY Reform Show 2019,invalid_event_end_date
ENP028400,028400,2019 Lotte World Tower International Sky Run,invalid_event_end_date
ENP028357,028357,Seoul Café & Bakery Fair 2019,invalid_event_end_date
ENP028418,028418,3rd National Concert of Korean Traditional Music Compositions,invalid_event_end_date
ENP028406,028406,Jeongwol Daeboreum Festival 2019,invalid_event_end_date
ENP028246,028246,2019 Seoul Museum of History : Lunar New Year Hanmadang,invalid_event_end_date
ENP028135,028135,The Flower : Romance Charging Station,invalid_event_end_date
ENP028134,028134,Museum Barrier-Free Theater 2019,invalid_event_end_date
ENP028079,028079,Hangang River Bridge Photo Exhibition : From Docks to Bridges,invalid_event_end_date
ENP028032,028032,20th Seoul Dessert Fair,invalid_event_end_date
ENP028014,028014,Made in North Korea : Graphics From Everyday Life in The DPRK,invalid_event_end_date
ENP027998,027998,Namsangol Hanok Village Exhibition Project 2 (Gu Gu Sorando),invalid_event_end_date
ENP027881,027881,"Namsomundongcheon Stream, Flowing from Jangchungdan to Igansumun Gate : Special Exhibition",invalid_event_end_date
ENP027879,027879,Dilkusha and Chain of Amber : Special Exhibition,invalid_event_end_date
ENP027845,027845,Korea Grand Sale 2019,invalid_event_end_date
ENP027834,027834,Seoul Plaza Ice Skating Rink 2018,invalid_event_end_date
ENP027650,027650,15th ASSITEJ Korea Winter Festival,invalid_event_end_date
ENP027482,027482,19th Seoul Dessert Fair,invalid_event_end_date
ENP027467,027467,Keith Haring - Art is Life. Life is Art. : Art Exhibition,invalid_event_end_date
ENP027459,027459,Seoul Illustration Fair W 2018,invalid_event_end_date
ENP027352,027352,Sungnyemun: History of Repair and Restoration : Special Exhibition,invalid_event_end_date
ENP027351,027351,Gyeonggang – From Gwangnaru Port to Yanghwajin Port : Special Exhibition,invalid_event_end_date
ENP027321,027321,"Kim Hong-do Alive: Sight, Insight : Special Exhibition",invalid_event_end_date
ENP027301,027301,Santa Run 2018,invalid_event_end_date
ENP027297,027297,2018 Seoul Photo Festival <Brave New World> : Special Exhibition,invalid_event_end_date
ENP027295,027295,Hanok Hangeul : Special Exhibition,invalid_event_end_date
ENP027256,027256,Templestay Weeks for Foreigners,invalid_event_end_date
ENP027187,027187,2018 Global Friendship Festival,invalid_event_end_date
ENP027045,027045,Jongmyo Daeje (Autumn) 2018,invalid_event_end_date
ENP026951,026951,5th Seoul Kimchi Festival,invalid_event_end_date
ENP026856,026856,City of Love: Seoullo 7017,invalid_event_end_date
ENP026732,026732,Korean Royal Court and Nobility Cuisine Festival 2018,invalid_event_end_date
ENP026730,026730,Garak Mall Festival 2018,invalid_event_end_date
ENP026650,026650,Itaewon Global Village Festival 2018,invalid_event_end_date
ENP026847,026847,Hanyangdoseong & Culture 2018,invalid_event_end_date
ENP026694,026694,Seoul Silver Grass Festival 2018,invalid_event_end_date
ENP026686,026686,King Jeongjo Tomb Parade Reenactment 2018,invalid_event_end_date
ENP026685,026685,Seoul Garden Show 2018,invalid_event_end_date
ENP026566,026566,Seoul Street Arts Festival 2018,invalid_event_end_date
ENP026585,026585,Jongno Hanbok Festival 2018,invalid_event_end_date
ENP026576,026576,Yukuijeon Festival 2018,invalid_event_end_date
ENP026492,026492,Seoul Design Cloud 2018,invalid_event_end_date
ENP026517,026517,Latin American Festival 2018,invalid_event_end_date
ENP026393,026393,Made in Cheonggyecheon: Era of Pirated Pop Culture - Special Exhibition,invalid_event_end_date
ENP026380,026380,"Frontier of Korean Youth Culture, Sinchon : Special Exhibition",invalid_event_end_date
ENP026424,026424,Seoul Baekje Museum Chuseok Festival 2018,invalid_event_end_date
ENP026273,026273,Seoul International Fireworks Festival 2018,invalid_event_end_date
ENP026270,026270,Seoul Arirang Festival 2018,invalid_event_end_date
ENP026339,026339,Seocho Seoripul Festival 2018,invalid_event_end_date
ENP026362,026362,Seoul Friendship Festival 2018,invalid_event_end_date
ENP026247,026247,The Great Rite of Sajik Daeje 2019,invalid_event_end_date
ENP026249,026249,World Street Dance Festival 2018,invalid_event_end_date
ENP026361,026361,Run On Seoul 2018,invalid_event_end_date
ENP026340,026340,Street Arts Market 2018,invalid_event_end_date
ENP026246,026246,Seoul Book Festival 2018,invalid_event_end_date
ENP026212,026212,Hanseong Baekje Cultural Festival 2018,invalid_event_end_date
ENP026248,026248,Culture Bridge Project 2018,invalid_event_end_date
ENP026134,026134,Maker Faire Seoul 2018,invalid_event_end_date
ENP026187,026187,The Day Seoul Went Underwater : Exhibition,invalid_event_end_date
ENP026186,026186,The 1988 Olympics: Momentum of Changes in Seoul Exhibition,invalid_event_end_date
ENP026082,026082,Taste of Korea Festival 2018,invalid_event_end_date
ENP026086,026086,18th Seoul International NewMedia Festival,invalid_event_end_date
ENP026078,026078,The Seed of New Society : Exhibition,invalid_event_end_date
ENP025999,025999,Seoul Race 2018,invalid_event_end_date
ENP026036,026036,Namsangol Vacance : Season 2,invalid_event_end_date
ENP025961,025961,Rain Festival 2018,invalid_event_end_date
ENP025986,025986,Summer of Seoul 2018,invalid_event_end_date
ENP025766,025766,Oh! Hervé Tullet A Retrospective Exhibition,invalid_event_end_date
ENP025850,025850,6th Gugak Orchestra Festival,invalid_event_end_date
ENP025874,025874,Baek In-je House Museum Opening Night,invalid_event_end_date
ENP025709,025709,ASYAAF & Hidden Artists Festival 2018,invalid_event_end_date
ENP025771,025771,Romero Britto : Special Exhibition,invalid_event_end_date
ENP025700,025700,Monet's Impressionism Exhibition II,invalid_event_end_date
ENP025776,025776,Seoullo 7017 Summer Program,invalid_event_end_date
ENP025658,025658,6th Seoul International Harmonica Festival,invalid_event_end_date
ENP025675,025675,Mapo Gugak Festival On Go Ji Shin 2018,invalid_event_end_date
ENP025680,025680,Seoul Fringe Festival 2018,invalid_event_end_date
ENP025701,025701,The Election Climate in Seoul : Exhibition,invalid_event_end_date
ENP025650,025650,Chungmuro International Musical Film Festival 2018,invalid_event_end_date
ENP025643,025643,Yeowoorak Festival 2018,invalid_event_end_date
ENP025629,025629,Nomadic Empires of the Mongolian Steppes : Special Exhibition,invalid_event_end_date
ENP025624,025624,Seoul International Book Fair 2018,invalid_event_end_date
ENP025653,025653,26th ASSITEJ Korea International Summer Festival,invalid_event_end_date
ENP025642,025642,Hangang Summer Festival 2018,invalid_event_end_date
ENP025605,025605,Seoul Summer Sale 2018,invalid_event_end_date
ENP025606,025606,Seongbuk Night Road 2018,invalid_event_end_date
ENP025620,025620,Korea World Travel Fair 2018,invalid_event_end_date
ENP025592,025592,Seoul Illustration Fair 2018,invalid_event_end_date
ENP025575,025575,17th Seoul Dessert Fair,invalid_event_end_date
ENP025581,025581,Dano Pungmul Hanmadang Festival 2018,invalid_event_end_date
ENP025510,025510,Namsangol Night Picnic : Season 2,invalid_event_end_date
ENP025561,025561,Seoul Comic Con 2018,invalid_event_end_date
ENP025497,025497,Korea International Ramen Fair 2018,invalid_event_end_date
ENP025506,025506,Seoul Grand Park Rose Festival 2018,invalid_event_end_date
ENP025501,025501,Tea World Festival 2018,invalid_event_end_date
ENP025496,025496,Culture and Art at Seoul Plaza 2018,invalid_event_end_date
ENP025423,025423,Starlight Tour at Gyeongbokgung Palace 2018,invalid_event_end_date
ENP025397,025397,Promenade of Art 2018,invalid_event_end_date
ENP025374,025374,Saturday Museum Concert,invalid_event_end_date
ENP025391,025391,Seoul Africa Festival 2018,invalid_event_end_date
ENP025388,025388,Seoul City Wall Dasan Fortress Trail Art and Culture Festival 2018,invalid_event_end_date
ENP025373,025373,Children’s Visit to a Swedish Museum: I Can Do It!,invalid_event_end_date
ENP025329,025329,Geeky Land Show: Geek Zone,invalid_event_end_date
ENP025322,025322,D.FESTA 2018 : Daehangno Street Performance Festival,invalid_event_end_date
ENP025315,025315,Seoul Rose Festival 2018,invalid_event_end_date
ENP025294,025294,1890 Namsangol Night Market : Season 2,invalid_event_end_date
ENP025213,025213,The Art of Aardman Animations : Wallace & Gromit & Friends,invalid_event_end_date
ENP025095,025095,Gyeongbokgung Palace : Nighttime Viewing 2018,invalid_event_end_date
ENP025221,025221,Korea-China Photo Exhibition 2018,invalid_event_end_date
ENP025096,025096,Changgyeonggung Palace : Nighttime Viewing 2018,invalid_event_end_date
ENP025052,025052,C-Festival 2018,invalid_event_end_date
ENP025099,025099,DDP Family Festa 2018,invalid_event_end_date
ENP025045,025045,Design Art Fair 2018,invalid_event_end_date
ENP025043,025043,Jeong-dong Culture Night 2018,invalid_event_end_date
ENP025035,025035,Seoul Drum Festival 2018,invalid_event_end_date
ENP025036,025036,Hangang Spring Flower Festival 2018,invalid_event_end_date
ENP025008,025008,Royal Culture Festival 2018,invalid_event_end_date
ENP025003,025003,Moonlight Tour at Changdeokgung Palace 2018,invalid_event_end_date
ENP024997,024997,Yangjaecheon Stream Cherry Blossom and Lantern Festival 2018,invalid_event_end_date
ENP024992,024992,Dongdaemun Spring Flower Festival 2018,invalid_event_end_date
ENP024921,024921,16th Seoul Dessert Fair,invalid_event_end_date
ENP024939,024939,Seoul Bamdokkaebi Night Market 2018,invalid_event_end_date
ENP024912,024912,Seokchon Lake Cherry Blossom Festival 2018,invalid_event_end_date
ENP024927,024927,Yeongdeungpo Yeouido Spring Flower Festival 2018,invalid_event_end_date
