source_cid,place_key,name,reason
ENP024922,024922,Geumchon Harmony Cherry Blossom Festival 2018,invalid_event_end_date
ENP024923,024923,Namsangol Hanok Village : All About Korean Traditional Experience,invalid_event_end_date
ENP024911,024911,Gwanghwamun International Art Festival 2018,invalid_event_end_date
ENP024898,024898,Try Not To Laugh Festival 2018,invalid_event_end_date
ENP024888,024888,Seoul International Buddhism Expo 2018,invalid_event_end_date
ENP024812,024812,Namsangol Hanok Village First Full Moon Festival,invalid_event_end_date
ENP024283,024283,East Asia Stroke : Seoul Arts Center,invalid_event_end_date
ENP024322,024322,Korea Travel Expo 2018,invalid_event_end_date
ENP024319,024319,PyeongChang Olympic Korean Food Festival 2018,invalid_event_end_date
ENP024302,024302,Han Pal Nol Gae : Lunar New Year Performance 2018,invalid_event_end_date
ENP024307,024307,Grand Lunar New Year Festival 2018 : National Folk Museum of Korea,invalid_event_end_date
ENP024297,024297,Lunar New Year Festival 2018 : Seoul Museum of History,invalid_event_end_date
ENP024263,024263,The Masterpiece : Arts Exhibition,invalid_event_end_date
ENP024262,024262,Lunar New Year Festival 2018 : Namsangol Hanok Village,invalid_event_end_date
ENP024258,024258,Lunar New Year Fun at the Seoul Baekje Museum 2018,invalid_event_end_date
ENP024231,024231,Namsangol Hanok Village : Ipchun Festival 2018,invalid_event_end_date
ENP024216,024216,15th Seoul Dessert Fair,invalid_event_end_date
ENP024209,024209,Seoul Comic World 2018,invalid_event_end_date
ENP024168,024168,Wildlife Photo Exhibition : Gangdong Arts Center,invalid_event_end_date
ENP024149,024149,Marie Laurencin : Special Exhibition,invalid_event_end_date
ENP024145,024145,"""Unhyeongung Palace and Regent Heungseon Daewongun"" Special Exhibition",invalid_event_end_date
ENP024132,024132,Namsangol Hanok Village : Winter Village 2018,invalid_event_end_date
ENP023992,023992,Drawn by the Wind Exhibition: Shin Yun-bok & Jeong Seon,invalid_event_end_date
ENP023838,023838,Salon du Chocolat 2017,invalid_event_end_date
ENP023837,023837,14th ASSITEJ Korea Winter Festival,invalid_event_end_date
ENP023839,023839,"Hi, POP - Pop Art Exhibition",invalid_event_end_date
ENP023842,023842,Peace Together : Unification Exhibition,invalid_event_end_date
ENP023836,023836,14th Seoul Dessert Fair,invalid_event_end_date
ENP023517,023517,Seoul Plaza Ice Skating Rink 2017,invalid_event_end_date
ENP023516,023516,Seoul Design Festival 2017,invalid_event_end_date
ENP023515,023515,National Geographic Photo Exhibition : Photo Ark,invalid_event_end_date
ENP023519,023519,Taehwagwan-gil 2017 : Culture and History in Seoul,invalid_event_end_date
ENP023472,023472,Sinchon Christmas Festival 2017,invalid_event_end_date
ENP023495,023495,Nordic Culture Festival 2017,invalid_event_end_date
ENP023463,023463,Santa Run 2017,invalid_event_end_date
ENP023389,023389,"Euljiro, Light Way 2017",invalid_event_end_date
ENP023161,023161,Korean Food Culture Festival 2017,invalid_event_end_date
ENP023220,023220,Jamsil Sports Complex Tours·Activities Program,invalid_event_end_date
ENP023242,023242,ARTipot Carnival 2017,invalid_event_end_date
ENP023186,023186,Seongbuk-dong Night Road Festival 2017,invalid_event_end_date
ENP023160,023160,13th Seoul Dessert Fair,invalid_event_end_date
ENP023171,023171,Seoul International Music Festival 2017,invalid_event_end_date
ENP023170,023170,4th Seoul Kimchi Festival,invalid_event_end_date
ENP023157,023157,Seoul Herb Medicine Culture Festival 2017,invalid_event_end_date
ENP023172,023172,Garak Mall Chobap Festival 2017,invalid_event_end_date
ENP023158,023158,Sarang-Festival of India in Korea 2017,invalid_event_end_date
ENP023156,023156,Maker Faire Seoul 2017,invalid_event_end_date
ENP022997,022997,Sinchon Craft Beer Festival 2017,invalid_event_end_date
ENP023093,023093,Seoul Silver Grass Festival 2017,invalid_event_end_date
ENP023000,023000,ST-Future × ST-BOMB Festival 2017,invalid_event_end_date
ENP023099,023099,Jeong-dong Culture Night,invalid_event_end_date
ENP023023,023023,National Folk Museum of Korea's Chuseok Festival 2017,invalid_event_end_date
ENP023033,023033,Seoul Museum of History Chuseok Festival 2017,invalid_event_end_date
ENP022977,022977,Seoul Baekje Museum Chuseok Festival 2017,invalid_event_end_date
ENP022978,022978,Taste of Korea Festival 2017,invalid_event_end_date
ENP022976,022976,Gangdong Prehistoric Culture Festival 2017,invalid_event_end_date
ENP023057,023057,Hanyangdoseong Cultural Festival 2017,invalid_event_end_date
ENP022991,022991,Seoul Street Arts Festival 2017,invalid_event_end_date
ENP022869,022869,Seoul Arirang Festival 2017,invalid_event_end_date
ENP022868,022868,Seoul International Dance Festival 2017,invalid_event_end_date
ENP022988,022988,Jongno Hanbok Festival 2017,invalid_event_end_date
ENP022909,022909,Hanwha Seoul International Fireworks Festival 2017,invalid_event_end_date
ENP022926,022926,King Jeongjo Tomb Parade Reenactment 2017,invalid_event_end_date
ENP022915,022915,Yukuijeon Festival 2017,invalid_event_end_date
ENP022927,022927,Public Arts Festival : Public×Public,invalid_event_end_date
ENP022870,022870,Itaewon Global Village Festival 2017,invalid_event_end_date
ENP022867,022867,Daehak-Ro Cultural Festival 2017,invalid_event_end_date
ENP022654,022654,2nd Seongbuk World Beer Festival,invalid_event_end_date
ENP022861,022861,Storytelling Street Performance at Dongdaemun : HADOGAM LEESAENGJEON,invalid_event_end_date
ENP022687,022687,Seoul Garden Show 2017,invalid_event_end_date
ENP022458,022458,12th Seoul Dessert Fair,invalid_event_end_date
ENP022647,022647,Seoripul Festival 2017,invalid_event_end_date
ENP022688,022688,Seoul Book Festival 2017,invalid_event_end_date
ENP022605,022605,Seoul Donhwamun Traditional Theater - New Masterpiece,invalid_event_end_date
ENP022604,022604,2017 Incheon Airport Sky Festival,invalid_event_end_date
ENP022603,022603,Seoul Biennale of Architecture and Urbanism 2017,invalid_event_end_date
ENP022382,022382,Hanseong Baekje Cultural Festival 2017,invalid_event_end_date
ENP022436,022436,Gangnam Festival 2017,invalid_event_end_date
ENP022464,022464,Bobsleigh in the City 2017,invalid_event_end_date
ENP022437,022437,Seoul Starlight Musical Festival 2017,invalid_event_end_date
ENP022375,022375,Guro G-Festival 2017,invalid_event_end_date
ENP022365,022365,Seoul Friendship Fair 2017,invalid_event_end_date
ENP022377,022377,Korean Independence Day Concert at Gwanghwamun Square 2017,invalid_event_end_date
ENP022342,022342,5th Seoul Tourism Souvenir Contest,invalid_event_end_date
ENP022280,022280,Boardgame Con 2017,invalid_event_end_date
ENP022215,022215,One Summer Movie Night,invalid_event_end_date
ENP022205,022205,Seodaemun Independence Day Festival 2017,invalid_event_end_date
ENP022175,022175,Comic Con Seoul 2017,invalid_event_end_date
ENP022242,022242,Seoullo Itda Festival - Hoehyeon Moonlight Festival,invalid_event_end_date
ENP022166,022166,5th Seoul International Harmonica Festival,invalid_event_end_date
ENP022165,022165,Seoul Culture Night 2017,invalid_event_end_date
ENP022140,022140,Wear Hanbok for a 50% Discount on Performance Tickets!,invalid_event_end_date
ENP022097,022097,25th ASSITEJ Korea International Summer Festival,invalid_event_end_date
ENP021985,021985,11th Seoul Dessert Fair,invalid_event_end_date
ENP021910,021910,2nd Honey Life Dessert Festival,invalid_event_end_date
ENP021769,021769,Seoul Fringe Festival 2017,invalid_event_end_date
ENP021945,021945,Changgyeonggung Palace : Nighttime Viewing 2017,invalid_event_end_date
ENP021928,021928,Culture and Art at Seoul Plaza 2017,invalid_event_end_date
ENP021882,021882,[Project 284] The Clock of Time Traveler,invalid_event_end_date
ENP021839,021839,Hangang Summer Festival 2017,invalid_event_end_date
ENP021770,021770,Gogung Concert 2017 (Gyeongbokgung·Changgyeonggung),invalid_event_end_date
ENP021601,021601,Yeo Woo Rak Festival 2017,invalid_event_end_date
ENP021680,021680,Latin American Festival 2017,invalid_event_end_date
ENP021645,021645,"""Unbuttoning French Fashion"" Exhibition",invalid_event_end_date
ENP021644,021644,1890 Namsangol Night Market,invalid_event_end_date
ENP021600,021600,"Storytelling Performance at Cheonggyecheon Stream : Fly, Ishimi",invalid_event_end_date
ENP021537,021537,Gyeongbokgung Palace Tea Ceremony 2017,invalid_event_end_date
ENP021602,021602,Seoul Grand Park Rose Festival 2017,invalid_event_end_date
ENP021536,021536,Seoul Summer Sale 2017,invalid_event_end_date
ENP021432,021432,Jeong-dong Culture Night 2017,invalid_event_end_date
ENP021534,021534,Moonlight Tour at Changdeokgung Palace 2017,invalid_event_end_date
ENP021383,021383,Seoul Drum Festival 2017,invalid_event_end_date
ENP021457,021457,Tea Culture Festival,invalid_event_end_date
ENP021265,021265,D.FESTA 2017 : Daehak-ro Street Performance Festival,invalid_event_end_date
ENP021389,021389,Korean Traditional Liquor and Food Festival 2017,invalid_event_end_date
ENP021458,021458,10th Seoul Dessert Fair,invalid_event_end_date
ENP021388,021388,The New National Treasures 2014~2016 Special Exhibition,invalid_event_end_date
ENP021337,021337,Roads of Arabia Special Exhibition,invalid_event_end_date
ENP021194,021194,Sejong Festival × Seoul Music Week 2017,invalid_event_end_date
ENP021151,021151,6th Seoul Boardgame Festa,invalid_event_end_date
ENP021314,021314,Taekwondo in Namsangol Hanok Village 2018,invalid_event_end_date
ENP021192,021192,Seoul 365 Fashion Show 2017,invalid_event_end_date
ENP021144,021144,Samcheonggak Lunch Concert : Jami,invalid_event_end_date
ENP021120,021120,Seoul Africa Festival 2017,invalid_event_end_date
ENP021129,021129,C-Festival 2017,invalid_event_end_date
ENP021114,021114,Seoul Rose Festival 2017,invalid_event_end_date
ENP021113,021113,Royal Culture Festival 2017,invalid_event_end_date
ENP021063,021063,Lifeplus Cherry Blossom Picnic Festival 2017,invalid_event_end_date
ENP021054,021054,9th Seoul Dessert Fair,invalid_event_end_date
ENP021018,021018,13th Geumchon Cherry Blossom Festival,invalid_event_end_date
ENP020992,020992,20th Eungbongsan Mountain Forsythia Festival,invalid_event_end_date
ENP020993,020993,Seokchon Lake Cherry Blossom Festival 2017,invalid_event_end_date
ENP021008,021008,Yeongdeungpo Yeouido Spring Flower Festival 2017,invalid_event_end_date
ENP020934,020934,Hangeul Design Exhibition at the National Hangeul Museum,invalid_event_end_date
ENP020933,020933,"Saimdang, Her Garden Exhibition",invalid_event_end_date
ENP020907,020907,SeMA Green 2017 : Nalgae.PaTI,invalid_event_end_date
ENP020918,020918,Seoul Grand Park Cherry Blossom Festival 2017,invalid_event_end_date
ENP020917,020917,Hera Seoul Fashion Week 2017 F/W,invalid_event_end_date
ENP020893,020893,Leiji Matsumoto Exhibition : Galaxy Express 999,invalid_event_end_date
ENP020891,020891,Seoul Bamdokkaebi Night Market 2017,invalid_event_end_date
ENP020852,020852,Starlight Tour with Daejanggeum at Gyeongbokgung Palace,invalid_event_end_date
ENP020840,020840,Healing Fair 2017,invalid_event_end_date
ENP020809,020809,Pre & Free Traditional Music Festival 2017,invalid_event_end_date
ENP020617,020617,Year of the Rooster - Lunar New Year's First Full Moon Events,invalid_event_end_date
ENP020588,020588,Renoir : Images of Women Exhibition,invalid_event_end_date
ENP020500,020500,Father of Modern Architecture : Le Corbusier Exhibition,invalid_event_end_date
ENP020496,020496,"""Northern Seoul, Now a Forest of Apartment Buildings"" Exhibition",invalid_event_end_date
ENP020499,020499,Korea Grand Sale 2017,invalid_event_end_date
ENP020495,020495,2017 Seol Festival for Year of the Rooster,invalid_event_end_date
ENP020476,020476,The Encounter between Kansong and Paik Nam June,invalid_event_end_date
ENP020445,020445,Egyptian Treasures from the Brooklyn Museum Exhibition,invalid_event_end_date
ENP020407,020407,8th Seoul Dessert Fair,invalid_event_end_date
ENP020354,020354,Fornasetti : Practical Madness Exhibition,invalid_event_end_date
ENP020294,020294,Alphonse Mucha Exhibition : Pioneer of Modern Graphic Design,invalid_event_end_date
ENP019990,019990,Kidult & Hobby Expo 2017,invalid_event_end_date
ENP019989,019989,Lunar New Year Fun at the Seoul Baekje Museum 2017,invalid_event_end_date
ENP019986,019986,Five Nobleman's Lunar New Year Feast,invalid_event_end_date
ENP019957,019957,Everyone's Ground,invalid_event_end_date
ENP019590,019590,7th Seoul Dessert Fair,invalid_event_end_date
ENP019789,019789,LOOK Smithsonian Photo Exhibition,invalid_event_end_date
ENP019551,019551,13th ASSITEJ Korea Winter Festival,invalid_event_end_date
ENP019565,019565,Yeouido Park Ice Skating Rink,invalid_event_end_date
ENP019666,019666,Festival284: A Better Tomorrow,invalid_event_end_date
ENP019577,019577,Musee d'Orsay Exhibition,invalid_event_end_date
ENP019555,019555,Seoul Design Festival 2016,invalid_event_end_date
ENP019527,019527,Seoul Golden Hands Festival,invalid_event_end_date
ENP019485,019485,Turkic Culture Festival,invalid_event_end_date
ENP019445,019445,"The City in Art, Art in the City",invalid_event_end_date
ENP019442,019442,ST-BOMB 2016,invalid_event_end_date
ENP019446,019446,5th Jaemiro Halloween Festival : Larva and Ghosts of Namsan,invalid_event_end_date
ENP019390,019390,"Euljiro, Light Way 2016",invalid_event_end_date
ENP019371,019371,3rd Seoul Kimchi Festival,invalid_event_end_date
ENP019382,019382,Jogyesa Temple Chrysanthemum Festival,invalid_event_end_date
ENP019383,019383,Saturday Stage for Korean Intangible Cultural Heritage,invalid_event_end_date
ENP019348,019348,Jeong-dong Culture Night,invalid_event_end_date
ENP019351,019351,6th Seoul Dessert Fair,invalid_event_end_date
ENP019301,019301,Seoul Gugak Week 2016,invalid_event_end_date
ENP019267,019267,Seoul Silver Grass Festival 2016,invalid_event_end_date
ENP019268,019268,2016 Itaewon Global Village Festival,invalid_event_end_date
ENP019118,019118,2016 Seoul Arirang Festival,invalid_event_end_date
ENP019247,019247,2016 Discover Seoul (Eco Walking Tour),invalid_event_end_date
ENP019198,019198,Daehak-Ro Cultural Festival 2016,invalid_event_end_date
ENP019162,019162,The 2016 Hanseong Baekje Cultural Festival,invalid_event_end_date
ENP019114,019114,The 2016 Sejong Festival 2016,invalid_event_end_date
ENP018402,018402,King Jeongjo’s Tomb Parade Reenactment 2016,invalid_event_end_date
ENP019098,019098,The 22nd Seoul Herb Medicine Culture Festival,invalid_event_end_date
ENP019094,019094,2016 Seoul Garden Expo,invalid_event_end_date
ENP019091,019091,2016 Seoul Performing Arts Festival,invalid_event_end_date
ENP019107,019107,2016 Seoul International Fireworks Festival,invalid_event_end_date
ENP019097,019097,Arts For All 2016,invalid_event_end_date
ENP018994,018994,The 5th Seoul Dessert Fair,invalid_event_end_date
ENP018896,018896,Seoripul Festival 2016,invalid_event_end_date
ENP019069,019069,The 19th Seoul International Dance Festival (SIDance 2016),invalid_event_end_date
ENP019041,019041,Five Nobleman's Harvest Feast,invalid_event_end_date
ENP019019,019019,Chuseok the Great Holiday with a Bright Moon Festival 2016,invalid_event_end_date
ENP018933,018933,7th Korea International Wind Band Festival,invalid_event_end_date
ENP018997,018997,Han River Bridge Festival 2016,invalid_event_end_date
ENP018993,018993,Time Travelers in Seoul 2016 : Postman's Proposal,invalid_event_end_date
ENP018879,018879,Seoul Street Arts Festival 2016,invalid_event_end_date
ENP018726,018726,Bukchon Music Festival 2016,invalid_event_end_date
ENP018725,018725,Seoul Culture Night 2016,invalid_event_end_date
ENP018667,018667,Seoul Book Festival 2016,invalid_event_end_date
ENP018779,018779,Christmas in Summer Night Festival at Seoul Grand Park Zoo,invalid_event_end_date
ENP018778,018778,4th Seoul Tourism Souvenir Contest,invalid_event_end_date
ENP018583,018583,Hangang Fire Festival - Ra Fire 2016,invalid_event_end_date
ENP018657,018657,4th Seoul Dessert Fair,invalid_event_end_date
ENP018582,018582,Hangang Blanket Movie Festival 2016,invalid_event_end_date
ENP018675,018675,Moonlight Tour at Changdeokgung Palace 2016,invalid_event_end_date
ENP018435,018435,Seoul Soul Festival 2016,invalid_event_end_date
ENP018565,018565,Paik Nam June Show,invalid_event_end_date
ENP018439,018439,Joan Miró Special Exhibition,invalid_event_end_date
ENP018421,018421,Minhwa and Court Paintings of the Joseon Dynasty : Munja-do and Chaekgeori,invalid_event_end_date
ENP018415,018415,Slide the City in Ttukseom Hangang Park,invalid_event_end_date
ENP018233,018233,16th Seoul International NewMedia Festival,invalid_event_end_date
ENP018139,018139,Seoul Fringe Festival 2016,invalid_event_end_date
ENP018046,018046,ASYAAF & Hidden Artists Festival 2016,invalid_event_end_date
ENP017915,017915,Sinchon Wake Up City Festa 2016,invalid_event_end_date
ENP017486,017486,Culture and Art at Seoul Plaza 2016,invalid_event_end_date
ENP017597,017597,Hangang Summer Festival 2016,invalid_event_end_date
ENP017266,017266,20th Seoul International Cartoon & Animation Festival,invalid_event_end_date
ENP017279,017279,Han River's Outdoor Pools Open,invalid_event_end_date
ENP017151,017151,Seoul Summer Sale 2016,invalid_event_end_date
ENP017105,017105,100th Anniversary of the Birth of Lee Jung-Seob,invalid_event_end_date
ENP017078,017078,Anthony Browne Exhibition,invalid_event_end_date
ENP017071,017071,Dano Festivities 2016,invalid_event_end_date
ENP017067,017067,Deoksugung Palace's Media Facade at Seokjojeon Hall,invalid_event_end_date
ENP016951,016951,24th ASSITEJ Korea International Summer Festival,invalid_event_end_date
ENP017058,017058,Latin American Festival 2016,invalid_event_end_date
ENP017049,017049,Choi Seung-hee Photo Exhibition,invalid_event_end_date
ENP017050,017050,Kansong Munhwa Exhibition Part 6 : Landscape Portraits,invalid_event_end_date
ENP017024,017024,Seoul Grand Park Rose Festival,invalid_event_end_date
ENP016985,016985,Daehangno Street Performance Festival 2016,invalid_event_end_date
ENP016938,016938,Jeong-dong Culture Night 2016,invalid_event_end_date
ENP016952,016952,Experience Traditional Korean Liquor and Cuisine,invalid_event_end_date
ENP016916,016916,[Project 284] Peach Blossom: Hopeful Flower of Utopia,invalid_event_end_date
ENP016928,016928,2016 Seoul Drum Festival,invalid_event_end_date
ENP016900,016900,Sejong Art Market SoSo,invalid_event_end_date
ENP015188,015188,Namsangol Hanok Village's Taekwondo Performances,invalid_event_end_date
ENP016876,016876,Children's Day Celebrations May 5th,invalid_event_end_date
ENP016865,016865,DreamWorks Animation Special Exhibition,invalid_event_end_date
ENP016850,016850,C-Festival 2016,invalid_event_end_date
ENP016818,016818,SeMA and Palais de Tokyo's Urban Legends,invalid_event_end_date
ENP016789,016789,Gwanghwamun International Art Festival 2016,invalid_event_end_date
ENP016661,016661,Royal Wedding Ceremony of King Gojong and Empress Myeongseong,invalid_event_end_date
ENP016786,016786,Herb Ritts Work : Photography Exhibition,invalid_event_end_date
ENP016715,016715,Seoul Rose Festival 2016,invalid_event_end_date
ENP016701,016701,LetsRun Park Seoul Cherry Blossom Night Festival,invalid_event_end_date
ENP016691,016691,Deoksugung Palace Spring Concert Series,invalid_event_end_date
ENP016620,016620,Hangang Park's Cultural Program : April 2016,invalid_event_end_date
ENP016637,016637,Seoul Grand Park Cherry Blossom Festival,invalid_event_end_date
ENP016630,016630,Museum Night,invalid_event_end_date
ENP016618,016618,Seoul Elegy : Photography Exhibition,invalid_event_end_date
ENP016613,016613,Seoul Bamdokkaebi Night Market 2016,invalid_event_end_date
ENP016579,016579,Jean Paul Gaultier Exhibition,invalid_event_end_date
ENP016496,016496,Seokchon Lake Cherry Blossom Festival,invalid_event_end_date
ENP016493,016493,"Ancient Tombs, Memories of Seoul",invalid_event_end_date
ENP016474,016474,Yeongdeungpo Yeouido Spring Flower Festival 2016,invalid_event_end_date
ENP016388,016388,Hera Seoul Fashion Week 2016,invalid_event_end_date
ENP016343,016343,Namsangol Hanok Village's Tea Ceremony Program,invalid_event_end_date
ENP015385,015385,2016 St. Patrick's Day Celebrations,invalid_event_end_date
ENP015390,015390,Hangang Summer Festival 2015,invalid_event_end_date
ENP015337,015337,Lunar New Year's First Full Moon,invalid_event_end_date
ENP015316,015316,2016 SeMA Blue <Seoul Babel>,invalid_event_end_date
ENP015236,015236,2016 Korea Grand Sale,invalid_event_end_date
ENP005374,005374,2016 Hanok Expo,invalid_event_end_date
ENP001125,001125,Monet's Impressionism Exhibition,invalid_event_end_date
ENP001025,001025,Vincent Van Gogh Inside: Festival of Light and Music,invalid_event_end_date
ENP000809,000809,Jongmyo Royal Ancestral Ritual and Royal Procession,invalid_event_end_date
ENP000785,000785,Seoul Open Week,invalid_event_end_date
ENP000730,000730,Seoul Summer Sale!,invalid_event_end_date
ENP000599,000599,Seoul Design Week,invalid_event_end_date
ENP000598,000598,Seoul Photo Festival,invalid_event_end_date
ENP000593,000593,Euljiro Lightway,invalid_event_end_date
ENP000587,000587,The 3rd Korea International Photo Festival,invalid_event_end_date
ENP000581,000581,Kukkiwon Taekwondo Demonstration,invalid_event_end_date
ENP000571,000571,SBS Awards Festival,invalid_event_end_date
ENP000530,000530,Alessandro Mendini Exhibition - The Poetry of Design,invalid_event_end_date
ENP000523,000523,Kansong Munhwa Exhibition Part 5 : Flowers & Feathers,invalid_event_end_date
ENP000436,000436,A Journey to the Modern Seoul City Wall,invalid_event_end_date
ENP000415,000415,Stanley Kubrick Exhibition,invalid_event_end_date
ENP000382,000382,"2016 Ttukseom, Yeouido Hangang Park Sledding",invalid_event_end_date
ENP000119,000119,Yeon Deung Hoe(Lotus Lantern Festival),invalid_event_end_date
ENP000031,000031,Yeongdeungpo Yeouido Spring Flower Festival,invalid_event_end_date
ENP000005,000005,The 12th Seoul Assitej Winter Festival,invalid_event_end_date
ENP000003,000003,2016 Seoul Plaza Ice Skating Rink,invalid_event_end_date
ENP009370,009370,European Christmas Market,invalid_event_end_date
ENP009384,009384,Flower Artshow,invalid_event_end_date
ENP009352,009352,One-Asia Seoul Mega Concert,invalid_event_end_date
ENP009318,009318,Agricultural Marketplace Festival,invalid_event_end_date
ENP009278,009278,Lee Young Hee Hanbok Exhibition,invalid_event_end_date
ENP009259,009259,Seocho Seoriful Festival,invalid_event_end_date
ENP009245,009245,Bukchon Music Festival,invalid_event_end_date
ENP009235,009235,Seoul Drama Awards,invalid_event_end_date
ENP009186,009186,Culture and Art at Seoul Plaza,invalid_event_end_date
ENP009210,009210,Yeongyang Pepper Hot Festival,invalid_event_end_date
ENP009160,009160,The 10th Yukuijeon Festival,invalid_event_end_date
ENP009110,009110,Five Nobleman's Harvest Feast,invalid_event_end_date
ENP009201,009201,Polish Art: An Enduring Spirit,invalid_event_end_date
ENP009086,009086,Marronier Summer Festival,invalid_event_end_date
ENP009293,009293,Seoul Grand Park Starry Night Festival,invalid_event_end_date
ENP009250,009250,Incheon International Airport Presents: Fantastic Summer Concert,invalid_event_end_date
ENP009216,009216,"Appearance in NEPAL - Thank you, Nepal!",invalid_event_end_date
ENP009130,009130,Andy Warhol LIVE,invalid_event_end_date
ENP008321,008321,Seoul Ani-Cinema,invalid_event_end_date
ENP009105,009105,Beautiful Sharing_ The Treasures in Hanseong,invalid_event_end_date
ENP009010,009010,Kansong Munhwa- the Scent of a Scholar,invalid_event_end_date
ENP008966,008966,July Events at the Hangang (River),invalid_event_end_date
ENP008811,008811,Print Collection - Reflecting the Times,invalid_event_end_date
ENP008572,008572,Frida Kahlo Exhibition,invalid_event_end_date
ENP008641,008641,Esprit Dior - Dior Spirit,invalid_event_end_date
ENP008692,008692,Cuban Culture and Arts Festival,invalid_event_end_date
ENP008751,008751,Hangang Summer Festival,invalid_event_end_date
ENP009470,009470,Cultural Fun at Bukchon Hanok Village!,invalid_event_end_date
ENP009445,009445,Lets Run Traditional Horse Show,invalid_event_end_date
ENPyeex1b,yeex1b,2023 SEOUL LANTERN FESTIVAL,invalid_event_end_date
ENP6i7br4,6i7br4,[S-TCEP] 2023 Seoul Philharmonic Orchestra: Ligeti Piano Concerto,invalid_event_end_date
ENPdlccnj,dlccnj,[S-TCEP] Munich Philharmonic Orchestra in Korea,invalid_event_end_date
ENPua5zwq,ua5zwq,"[S-TCEP] Cats, the Musical",invalid_event_end_date
ENPg50ipl,g50ipl,[S-TCEP] 2023 Seoul Philharmonic Orchestra: Pletnev & Sunwoo,invalid_event_end_date
ENPi018lw,i018lw,[S-TCEP] 2023 Seoul Philharmonic Orchestra: Stenz & Bell,invalid_event_end_date
ENPg5tw1e,g5tw1e,[S-TCEP] 2023 Seoul Philharmonic Orchestra: The Ring,invalid_event_end_date
ENPl23uol,l23uol,[S-TCEP] 2023 Seoul Philharmonic Orchestra: Violin Concerto,invalid_event_end_date
ENPgzt4p3,gzt4p3,[S-TCEP] 2023 Seoul Philharmonic Orchestra: Shostakovich Concerto,invalid_event_end_date
ENPer1hnq,er1hnq,[S-TCEP] 2023 Seoul Philharmonic Orchestra: Sibelius' Second,invalid_event_end_date
ENP2zbv4a,2zbv4a,[S-TCEP] 2023 Seoul Philharmonic Orchestra: Elgar Cello Concerto,invalid_event_end_date
ENP034294,034294,2020 Namsangol Hanok Village Taekwondo Performance,invalid_event_end_date
ENP034079,034079,2020 Republic of Korea International Culinary Competition,invalid_event_end_date
ENP034018,034018,"Yeonnam, One Fine Day",invalid_event_end_date
ENP032904,032904,Korea Grand Sale 2020,invalid_event_end_date
ENP033053,033053,2020 Jeongwol Daeboreum with Friends in Namsangol Hanok Village,invalid_event_end_date
ENP032665,032665,Seoul Plaza Ice Skating Rink 2019,invalid_event_end_date
ENP034259,034259,The 27th Seoul Dessert Fair,invalid_event_end_date
ENP034070,034070,2020 Seoul International Wines & Spirits Expo,invalid_event_end_date
ENP032694,032694,Salon du Chocolat Seoul 2020,invalid_event_end_date
ENP034075,034075,Hanyangdoseong in the Past and Present,invalid_event_end_date
ENP034112,034112,The Modern and Contemporary Korean Writing,invalid_event_end_date
ENP034113,034113,The Better Man 1948 - 2020: Pick Your Representative for the National Assembly,invalid_event_end_date
ENP034115,034115,A Space for Ideas: A Sculptor's Sketchbook,invalid_event_end_date
ENP034069,034069,"History Has Failed Us, but No Matter",invalid_event_end_date
ENP034068,034068,Fighting Epidemics in Joseon Dynasty,invalid_event_end_date
ENP034116,034116,Pinocchio Art Exhibition,invalid_event_end_date
ENP033993,033993,Seoul as the Main Character of Novels,invalid_event_end_date
ENP033052,033052,2020 Seoul Dessert Fair [Choco & Strawberry Exhibition],invalid_event_end_date
ENP032637,032637,"A Cold Era, The Passionate Movement of Youth : Special Exhibition",invalid_event_end_date
ENP032697,032697,Supyo-gyo Bridge Hanyang in the Rain: Special Exhibition,invalid_event_end_date
ENP032590,032590,Museum of Colors: Special Exhibition,invalid_event_end_date
ENP032567,032567,The Power of Beginning: Exhibition,invalid_event_end_date
ENP032273,032273,"Sungkyunkwan Nat’l Academy and Its Surrounding Village, Banchon: Special Exhibition",invalid_event_end_date
ENP032219,032219,"Play Design, Play On: Seoul Design Week Theme Exhibition",invalid_event_end_date
ENP032200,032200,"70mK Image of Korea, Image of Seoul : Exhibition",invalid_event_end_date
ENP031937,031937,"Geumogyecheop, an Album of Calligraphy and Paintings Celebrating a Gathering of the Uigeumbu Inspectors : Special Exhibition",invalid_event_end_date
KOP81fkn2,81fkn2,덕수궁 서울왕궁수문장 교대의식,invalid_event_end_date
KOPocnv9w,ocnv9w,2026 여우락 페스티벌,invalid_event_end_date
KOPbdsd1n,bdsd1n,2026 숭례문파수의식,invalid_event_end_date
KOP4p11lw,4p11lw,로컬트립 [맛:잇다],invalid_event_end_date
KOPhhpmd3,hhpmd3,2026 남산 서머 페스티벌,invalid_event_end_date
KOPzqncck,zqncck,2026 돈화문 전통생활문화축제,invalid_event_end_date
KOP9byb55,9byb55,GAME AiCON Seoul 2026,invalid_event_end_date
KOPif3oia,if3oia,2026 서울관광 푸드 페스티벌(Picnic on the Bridge),invalid_event_end_date
KOP8s9qmk,8s9qmk,2026 N서울타워 글로벌 나이트 워크(Global Night Walk),invalid_event_end_date
KOPd5mmfg,d5mmfg,2026 서울시 태권도 공연,invalid_event_end_date
KOPgldnt3,gldnt3,2026 제18회 중랑 서울 장미 축제,invalid_event_end_date
KOPcrjas7,crjas7,포켓몬 시크릿 포레스트,invalid_event_end_date
KOPtliyds,tliyds,2026 중앙아시아 봄맞이축제,invalid_event_end_date
